iter	Logloss
157	0.6610638447
158	0.661005153
159	0.6609507426
160	0.6609051281
161	0.6608546097
162	0.660802768
163	0.6607466451
164	0.6606903665
165	0.6606410935
166	0.6605927546
167	0.6605282249
168	0.6604770059
169	0.660420883
170	0.6603580658
171	0.6602943924
172	0.6602448859
173	0.6601889186
174	0.6601384002
175	0.6600875704
176	0.6600302799
177	0.6599777376
178	0.6599315005
179	0.6598845627
180	0.6598394931
181	0.6597974593
182	0.6597558925
183	0.6597103559
184	0.6596481614
185	0.6596005231
186	0.6595469689
187	0.6594899897
188	0.6594412616
189	0.6593962699
190	0.6593548588
191	0.6593009932
192	0.6592528879
193	0.6592085189
194	0.6591709219
195	0.6591262416
196	0.6590768129
197	0.6590313541
198	0.6589905657
199	0.6589403587
200	0.6588936545
201	0.6588349628
202	0.6587884921
203	0.6587457577
204	0.6586952393
205	0.6586499362
206	0.6586015973
207	0.6585545817
208	0.6585000934
209	0.6584561136
210	0.6584189059
211	0.658372046
212	0.6583312576
213	0.6582834636
214	0.6582425195
215	0.6582005636
216	0.6581449855
217	0.6580934552
218	0.6580482299
219	0.6580036274
220	0.657955055
221	0.6579107638
222	0.6578695084
223	0.657821403
224	0.657776022
225	0.6577308746
226	0.6576872062
227	0.6576470405
228	0.6575892829
229	0.6575415668
230	0.6574938506
231	0.6574553975
232	0.6574223931
233	0.6573825388
234	0.6573364573
235	0.6573010399
236	0.657253713
237	0.6572161939
238	0.6571655198
239	0.6571224741
240	0.657076159
241	0.6570340474
242	0.6569938039
243	0.6569595541
244	0.6569156521
245	0.656873774
246	0.6568309618
247	0.6567890058
248	0.6567493851
249	0.6567106205
250	0.6566648504
251	0.6566232058
252	0.6565807049
253	0.6565441978
254	0.6565002958
255	0.6564656568
256	0.6564159946
257	0.6563722483
258	0.6563374537
259	0.656295342
260	0.6562476259
261	0.6562136096
262	0.6561701747
263	0.6561283744
264	0.6560889871
265	0.6560506118
266	0.6560095121
267	0.6559559579
268	0.6559226422
269	0.6558869135
270	0.6558374848
271	0.655793038
272	0.6557518604
273	0.655708659
274	0.655675966
275	0.6556384469
276	0.6556009279
277	0.6555484634
278	0.6555057291
279	0.6554663418
280	0.6554219728
281	0.6553793941
282	0.6553428869
283	0.6553037332
284	0.6552578074
285	0.6552230127
286	0.6551873618
287	0.6551432263
288	0.6550971448
289	0.6550485724
290	0.6550085624
291	0.6549632593
292	0.6549211477
293	0.65488394
294	0.6548375471
295	0.6547975371
296	0.6547642214
297	0.6547147928
298	0.6546577358
299	0.6546204502
300	0.6545830868
301	0.6545506274
302	0.6545158327
303	0.6544712302
304	0.6544291185
305	0.6543865398
306	0.6543601519
307	0.6543259022
308	0.6542910297
309	0.6542519538
310	0.6542151353
311	0.654173335
312	0.6541409534
313	0.6541032008
314	0.6540628016
315	0.654010415
316	0.6539732073
317	0.653936311
318	0.6539050191
319	0.6538713143
320	0.6538236759
321	0.653784133
322	0.65375144
323	0.653711975
324	0.6536721207
325	0.6536320329
326	0.6535949809
327	0.6535614316
328	0.6535138712
329	0.6534663885
330	0.6534282467
331	0.6533936856
332	0.6533523523
333	0.6533163122
334	0.6532766915
335	0.6532289753
336	0.6531929352
337	0.6531578292
338	0.6531115142
339	0.6530703366
340	0.6530370987
341	0.652997478
342	0.6529588302
343	0.6529203771
344	0.6528784211
345	0.6528374381
346	0.652794081
347	0.652759948
348	0.6527232073
349	0.6526839758
350	0.6526311221
351	0.6525861693
352	0.6525495843
353	0.6525169692
354	0.6524771538
355	0.6524422035
356	0.6524078759
357	0.6523628063
358	0.6523291403
359	0.6522901034
360	0.6522563985
361	0.652221526
362	0.6521911682
363	0.6521534546
364	0.652113717
365	0.6520736682
366	0.6520314787
367	0.6519980851
368	0.6519582308
369	0.6519210621
370	0.6518842046
371	0.6518413146
372	0.6518072205
373	0.6517713361
374	0.6517320267
375	0.6516944687
376	0.6516506056
377	0.6516181072
378	0.65158016
379	0.6515437697
380	0.651503098
381	0.6514628935
382	0.6514136205
383	0.6513656319
384	0.6513313821
385	0.6512954588
386	0.6512531136
387	0.6512218218
388	0.651185626
389	0.6511447987
390	0.651110004
391	0.6510715898
392	0.65102761
393	0.6509851091
394	0.65095444
395	0.6509158701
396	0.6508847339
397	0.6508509123
398	0.6508179469
399	0.6507807003
400	0.6507557524
401	0.650713524
402	0.6506827381
403	0.6506436622
404	0.6506040804
405	0.6505631753
406	0.6505171327
407	0.6504863857
408	0.6504538484
409	0.6504282
410	0.6503908755
411	0.6503514494
412	0.6503178613
413	0.6502811984
414	0.6502404101
415	0.650208262
416	0.6501771647
417	0.6501485584
418	0.6501098328
419	0.6500666314
420	0.6500325762
421	0.6500017125
422	0.6499529455
423	0.649921459
424	0.6498874428
425	0.6498555282
426	0.6498230299
427	0.649782981
428	0.6497603683
429	0.6497265467
430	0.6496897282
431	0.6496574633
432	0.6496189323
433	0.6495694258
434	0.6495304278
435	0.6494939207
436	0.6494579584
437	0.6494212567
438	0.6493833484
439	0.6493409254
440	0.6493061307
441	0.6492699349
442	0.6492325715
443	0.6491959865
444	0.6491514229
445	0.6491079101
446	0.6490725317
447	0.6490405782
448	0.6489926674
449	0.6489557711
450	0.6489187969
451	0.6488918252
452	0.6488511147
453	0.6488099371
454	0.6487774777
455	0.6487463415
456	0.6487085889
457	0.6486749619
458	0.6486377931
459	0.6485899601
460	0.6485562942
461	0.6485236012
462	0.6484750677
463	0.6484259894
464	0.6483872248
465	0.6483465143
466	0.6483122645
467	0.6482768472
468	0.6482437261
469	0.6481997462
470	0.6481713345
471	0.6481298456
472	0.6480949341
473	0.6480598281
474	0.6480202463
475	0.64798479
476	0.6479468039
477	0.6479207663
478	0.6478828191
479	0.647849698
480	0.6478216365
481	0.6477880873
482	0.6477547716
483	0.6477167855
484	0.6476793443
485	0.6476444718
486	0.6476083149
487	0.6475693558
488	0.6475309805
489	0.6474966139
490	0.6474577327
491	0.6474216147
492	0.6473865087
493	0.6473494956
494	0.6473167637
495	0.6472730563
496	0.6472344086
497	0.6472001588
498	0.6471655587
499	0.6471364464
500	0.6471092412
501	0.6470865507
502	0.6470539356
503	0.6470133418
504	0.6469818554
505	0.6469488511
506	0.6469144456
507	0.6468782888
508	0.6468442336
509	0.6468065978
510	0.6467683003
511	0.6467370474
512	0.6466935346
513	0.6466741912
514	0.6466362051
515	0.646607015
516	0.6465749447
517	0.646534312
518	0.6464979606
519	0.6464640611
520	0.6464293832
521	0.6464005433
522	0.6463666828
523	0.6463269452
524	0.6463019585
525	0.64626514
526	0.646220226
527	0.6461886618
528	0.6461532055
529	0.6461141296
530	0.6460825264
531	0.6460521686
532	0.646024185
533	0.6459866659
534	0.645951521
535	0.6459196843
536	0.6458839555
537	0.6458460862
538	0.6458066989
539	0.6457729941
540	0.645744232
541	0.6457044556
542	0.6456746816
543	0.6456408211
544	0.6456086341
545	0.6455762914
546	0.6455376436
547	0.6455010975
548	0.6454693387
549	0.645427733
550	0.6453914594
551	0.6453573263
552	0.6453201575
553	0.6452890992
554	0.6452494395
555	0.6452135551
556	0.6451803173
557	0.6451462621
558	0.6451199131
559	0.6450865585
560	0.6450559283
561	0.645017553
562	0.6449798783
563	0.6449494816
564	0.6449098608
565	0.6448749883
566	0.6448401937
567	0.6448168805
568	0.6447853551
569	0.6447554644
570	0.6447186848
571	0.644688833
572	0.6446584363
573	0.6446234471
574	0.6445826587
575	0.6445566989
576	0.644517662
577	0.644470841
578	0.6444383037
579	0.6444081795
580	0.6443777828
581	0.6443476196
582	0.6443168727
583	0.6442874879
584	0.6442554955
585	0.6442203506
586	0.644193807
587	0.6441525905
588	0.6441204424
589	0.6440844023
590	0.644047506
591	0.6440092864
592	0.6439757761
593	0.6439447178
594	0.6439172012
595	0.6438928371
596	0.6438555516
597	0.6438264003
598	0.6437939798
599	0.6437775555
600	0.6437406592
601	0.643716334
602	0.6436791263
603	0.6436434754
604	0.6436063845
605	0.6435718623
606	0.643542711
607	0.6435011443
608	0.6434668945
609	0.6434343572
610	0.6433997571
611	0.6433634835
612	0.643323746
613	0.6432772364
614	0.6432470343
615	0.643204261
616	0.6431707507
617	0.643137941
618	0.6431024847
619	0.6430622412
620	0.6430275244
621	0.6429963493
622	0.6429648628
623	0.6429389031
624	0.6429001775
625	0.642865772
626	0.6428251004
627	0.6427869586
628	0.6427478827
629	0.6427195488
630	0.6426817184
631	0.6426519055
632	0.64261606
633	0.6425773344
634	0.642541956
635	0.6425045926
636	0.6424760641
637	0.6424443441
638	0.6423994691
639	0.6423619501
640	0.6423281673
641	0.6422935283
642	0.6422622754
643	0.6422253791
644	0.6421887552
645	0.6421550114
646	0.6421197107
647	0.6420888081
648	0.6420551811
649	0.6420185572
650	0.6419832955
651	0.6419473721
652	0.641925499
653	0.6418907821
654	0.6418579335
655	0.641828899
656	0.6417944157
657	0.6417683003
658	0.6417406669
659	0.6417078961
660	0.6416778497
661	0.6416364776
662	0.6416016051
663	0.6415667326
664	0.6415342731
665	0.6415044213
666	0.6414700937
667	0.6414331195
668	0.6413985195
669	0.6413642697
670	0.6413284242
671	0.6412978329
672	0.6412644783
673	0.6412328751
674	0.6412054753
675	0.6411642199
676	0.6411337064
677	0.6410983669
678	0.6410736137
679	0.6410398309
680	0.6410052698
681	0.6409614846
682	0.6409269234
683	0.6408908444
684	0.640857879
685	0.6408293116
686	0.6407875113
687	0.6407542734
688	0.6407164041
689	0.6406894324
690	0.6406547156
691	0.6406269655
692	0.640598904
693	0.6405570259
694	0.6405308326
695	0.6405015257
696	0.6404678208
697	0.6404326369
698	0.6403979979
699	0.6403708316
700	0.6403412912
701	0.6403104275
702	0.6402792524
703	0.6402467151
704	0.6402102469
705	0.6401664617
706	0.640132679
707	0.6400976508
708	0.6400655416
709	0.6400443301
710	0.6400095744
711	0.6399782047
712	0.6399489367
713	0.6399225099
714	0.6398846405
715	0.6398481334
716	0.6398157907
717	0.6397882741
718	0.6397535184
719	0.6397254958
720	0.6396889109
721	0.6396569185
722	0.6396222795
723	0.6395969424
724	0.6395653781
725	0.6395270807
726	0.6395025609
727	0.6394681555
728	0.6394316094
729	0.6393945574
730	0.6393517452
731	0.6393214263
732	0.6392859311
733	0.6392599714
734	0.6392216739
735	0.6391846219
736	0.6391496715
737	0.6391207149
738	0.6390948719
739	0.6390624903
740	0.6390324828
741	0.639003137
742	0.6389784616
743	0.6389443285
744	0.6389070819
745	0.6388771134
746	0.6388461718
747	0.6388177211
748	0.638777322
749	0.6387427219
750	0.6387055531
751	0.6386643756
752	0.6386370147
753	0.6386042439
754	0.6385600694
755	0.6385246131
756	0.6384930099
757	0.6384654934
758	0.6384320609
759	0.6384068017
760	0.6383722406
761	0.6383372513
762	0.6383069714
763	0.6382761077
764	0.6382478516
765	0.6382113055
766	0.6381802472
767	0.6381459585
768	0.6381122536
769	0.6380830635
770	0.6380584659
771	0.638038928
772	0.6380153034
773	0.6379889155
774	0.6379568064
775	0.6379211165
776	0.6378858548
777	0.6378575599
778	0.6378322617
779	0.6377971168
780	0.6377637622
781	0.6377307189
782	0.6376918377
783	0.6376611296
784	0.6376227154
785	0.6375990908
786	0.6375627394
787	0.6375360401
788	0.6375070446
789	0.6374784771
790	0.6374469907
791	0.6374194741
792	0.6373836675
793	0.6373445138
794	0.6373083959
795	0.6372725504
796	0.6372397017
797	0.6372037784
798	0.6371659869
799	0.6371399882
800	0.6371116932
801	0.6370805959
802	0.6370439331
803	0.6370041178
804	0.6369737989
805	0.6369475278
806	0.6369128499
807	0.6368829981
808	0.636846452
809	0.6368244621
810	0.6367932092
811	0.6367611779
812	0.6367224912
813	0.636694313
814	0.6366568718
815	0.6366262026
816	0.636594833
817	0.6365591042
818	0.6365237258
819	0.6364981163
820	0.6364649563
821	0.636431913
822	0.6363926814
823	0.6363628686
824	0.6363346514
825	0.6363068624
826	0.6362772441
827	0.6362467307
828	0.6362176184
829	0.6361832129
830	0.6361541006
831	0.6361119111
832	0.6360753262
833	0.6360445014
834	0.6360148052
835	0.6359803998
836	0.6359489912
837	0.6359148582
838	0.6358751596
839	0.6358505231
840	0.6358161955
841	0.6357778591
842	0.6357395227
843	0.6357106439
844	0.6356781455
845	0.6356383302
846	0.6356046642
847	0.6355641483
848	0.6355270573
849	0.635494053
850	0.6354643569
851	0.6354336488
852	0.635408701
853	0.6353825466
854	0.6353534343
855	0.6353164991
856	0.6352787075
857	0.635245314
858	0.6352126989
859	0.635180434
860	0.6351544353
861	0.635123377
862	0.6350904505
863	0.6350555391
864	0.6350217175
865	0.6349850157
866	0.6349490924
867	0.6349091603
868	0.6348807874
869	0.6348275446
870	0.6347877292
871	0.634755659
872	0.6347188405
873	0.6346875487
874	0.6346608883
875	0.6346208005
876	0.6345856945
877	0.6345579055
878	0.6345335414
879	0.6344959834
880	0.6344536772
881	0.634426939
882	0.6343915605
883	0.6343562599
884	0.6343283931
885	0.6342904459
886	0.6342566631
887	0.6342236977
888	0.6341924059
889	0.6341510726
890	0.6341205981
891	0.6340828455
892	0.6340568079
893	0.6340188218
894	0.6339894371
895	0.6339532024
896	0.6339216381
897	0.6338898403
898	0.6338640751
899	0.6338389716
900	0.6338008298
901	0.6337680201
902	0.6337363779
903	0.6337092116
904	0.6336758181
905	0.6336395834
906	0.6336062288
907	0.6335745088
908	0.6335415823
909	0.6335115749
910	0.6334769359
911	0.6334425694
912	0.6334008469
913	0.6333542594
914	0.633326198
915	0.6332897687
916	0.6332553632
917	0.6332154311
918	0.6331881869
919	0.6331635505
920	0.6331435844
921	0.6331119423
922	0.6330884734
923	0.6330521608
924	0.6330293536
925	0.632998451
926	0.6329734253
927	0.6329410048
928	0.6329148504
929	0.6328855435
930	0.6328527727
931	0.632813113
932	0.6327663309
933	0.6327418501
934	0.6327109086
935	0.6326771258
936	0.6326526061
937	0.6326251284
938	0.6325972227
939	0.632569239
940	0.6325337827
941	0.6325062272
942	0.6324793334
943	0.6324532958
944	0.6324200579
945	0.6323867033
946	0.6323560731
947	0.632322485
948	0.6322894806
949	0.6322574882
950	0.6322254569
951	0.6321824501
952	0.632157619
953	0.632127378
954	0.6320956581
955	0.6320622256
956	0.6320291045
957	0.631999136
958	0.6319757449
959	0.6319469051
960	0.6319076346
961	0.6318749027
962	0.6318434163
963	0.6318071426
964	0.6317753059
965	0.6317448703
966	0.6317036927
967	0.6316736853
968	0.6316359327
969	0.6316104789
970	0.6315677056
971	0.6315285908
972	0.6314962092
973	0.6314648784
974	0.6314351823
975	0.6314108961
976	0.6313826011
977	0.6313527493
978	0.6313204845
979	0.6312895818
980	0.6312585624
981	0.6312399586
982	0.6312069932
983	0.6311814615
984	0.6311435922
985	0.6311145966
986	0.6310824875
987	0.6310614706
988	0.6310311517
989	0.6309926207
990	0.6309570477
991	0.6309375487
992	0.6309074244
993	0.6308827101
994	0.6308595137
995	0.630824213
996	0.6307978641
997	0.6307628359
998	0.6307292088
999	0.6306997852
